sentence,label,,,,,,,,,,,,
言葉に出来ないくらいの感謝と安堵の気持ちを、一生忘れることは出来ないと思います。,14,,,,,,,,,,,,
幸いなことに職場が高台にあった為命は助かりましたが町は全壊し、住んでいた家も無くなりました。,15,,,,,,,,,,,,
震災から半年経った山田町の様子を母に聞いた時のことと震災から三年経った時の状況を聞いた時のことをblogに書いているのですがやはり報道されないようなその土地の人にしかわからないことが沢山ありますね…,16,,,,,,,,,,,,
私だけでは無く出来るだけ多くの方に知って欲しいと思ったので過去記事に書きました。,17,,,,,,,,,,,,
以前、母が話してくれたことで,18,,,,,,,,,,,,
とても胸に響いたこと,19,,,,,,,,,,,,
東日本大震災は規模が大きくて、犠牲者も大きくて、信じられないような出来事だったから特別のこととして、今もこうして大々的に騒がれ、支援も厚いけど個人レベルで考えた時に同じように、不慮の災害や事故で、大切なものを失った人々は沢山いるしこの先、自分がその立場にならない保障は無い。,20,,,,,,,,,,,,
そうした時に、やはりまず、自分や身近な人を守ってください。 1日1日を大切に。,21,,,,,,,,,,,,
備えを万全に。,22,,,,,,,,,,,,
東日本大震災を特化しないで。と思うのです。,23,,,,,,,,,,,,
同じように、東日本大震災で被災した人と同じように同じような境遇の人達にも支援をしてください。と思うのです。,24,,,,,,,,,,,,
今日思ったんだけど、あの時、世界中の多くの人達が被害を受けた人々のもとに心を馳せたように節目節目に、リセットされて多くの人々が、他の人々の為に心を馳せて繋がるということは、とても良いことだと思いました。,25,,,,,,,,,,,,
あとはね、いつも思うことなんだけど誰も、他人事じゃなしに、自分が当事者になった時のことを、本気で考えてください。,26,,,,,,,,,,,,
そして、以前も書いたとおり,27,,,,,,,,,,,,
母の言葉,28,,,,,,,,,,,,
今の自分を一瞬一瞬を、大事に大事に、誠実に,29,,,,,,,,,,,,
生きること,30,,,,,,,,,,,,
この言葉を胸に,31,,,,,,,,,,,,
自分や家族を守るための備えを万全にして誠心誠意、日々を生きていこうと思います。,32,,,,,,,,,,,,
亡くなられた方々のご冥福を心からお祈りします。,33,,,,,,,,,,,,
そして、愛する人達と共に生きる,34,,,,,,,,,,,,
愛に溢れた毎日を過ごせることに,35,,,,,,,,,,,,
心から感謝します。,36,,,,,,,,,,,,
♡PINKY♡,37,,,,,,,,,,,,
Online Boutique【envy】,38,,,,,,,,,,,,
envy⇨ @envy_info,39,,,,,,,,,,,,
pinky⇨ @kinkypinkycandy,40,,,,,,,,,,,,
卍LINE Official Goods,41,,,,,,,,,,,,
＃Pskitchen,42,,,,,,,,,,,,
メンチボール,43,,,,,,,,,,,,
きのこマリネ,44,,,,,,,,,,,,
具沢山お味噌汁,45,,,,,,,,,,,,
赤米&麻炭mixご飯,46,,,,,,,,,,,,
とろろ,1,,,,,,,,,,,,
主人の一番の好物,2,,,,,,,,,,,,
定期的にリクエストされるメンチボール,3,,,,,,,,,,,,
窪塚家のお袋の味でお義母さんから伝授していただきました,4,,,,,,,,,,,,
メンチカツを,5,,,,,,,,,,,,
ミートボールより少し大きいくらいにして,6,,,,,,,,,,,,
揚げるのがポイント,7,,,,,,,,,,,,
いつも多めに作って,8,,,,,,,,,,,,
余った分は翌日に必ず,9,,,,,,,,,,,,
「甘醤油味にして〜♬」とリクエストされます,10,,,,,,,,,,,,
こちらも窪塚家の定番アレンジで二度美味しく楽しめるお袋の味,11,,,,,,,,,,,,
この日は甘辛く煮た玉ねぎと共に,12,,,,,,,,,,,,
卵とじにしました♬,13,,,,,,,,,,,,
娘が大きくなったら娘にも伝授しようと思っています,14,,,,,,,,,,,,
Workout time️‍♀️,15,,,,,,,,,,,,
産後トレーニングに通っている,16,,,,,,,,,,,,
ボディメイクスタジオ UNDEUX,17,,,,,,,,,,,,
に,18,,,,,,,,,,,,
グリーンが増えて、更に素敵な空間になっていました,19,,,,,,,,,,,,
トレーニング中に植物達を見るととっても癒される〜,20,,,,,,,,,,,,
更に捗るようになりました️‍♀️,21,,,,,,,,,,,,
は子供を連れて行けてトレーニングの間は同じ空間でスタッフさんが見てくれるのですがの様に、子供と一緒に遊びながらできる,22,,,,,,,,,,,,
トレーニングを教えてもらうことも,23,,,,,,,,,,,,
教えてもらったトレーニングは家でも出来るのでとても役立っています,24,,,,,,,,,,,,
myトレーナー、アミちゃんを始めスタッフの方達は皆んな優しくプロフェッショナルな方達ばかり️‍♀️,25,,,,,,,,,,,,
しかもはパーソナルトレーニングと併せて,26,,,,,,,,,,,,
美容整体やエステを受けることができるのもポイント‍♀️,27,,,,,,,,,,,,
最近は,28,,,,,,,,,,,,
実際にエステで使用されている,29,,,,,,,,,,,,
こちらのスリミングジェルを毎日使っているのですが,30,,,,,,,,,,,,
めちゃめちゃ良いです,31,,,,,,,,,,,,
トレーニングと併せて身体がどんどん変わっていくのが楽しみ,32,,,,,,,,,,,,
あまとちゃん,33,,,,,,,,,,,,
初めての雛祭りは,34,,,,,,,,,,,,
苺に夢中,35,,,,,,,,,,,,
すごい勢いで食べていました,36,,,,,,,,,,,,
妊娠中に,37,,,,,,,,,,,,
私が苺を沢山食べていたからかな？,38,,,,,,,,,,,,
そして家族で初節句のお参りをしました⛩,39,,,,,,,,,,,,
眩しい日差しを浴びながらポカポカお天気に恵まれて,40,,,,,,,,,,,,
とても良いお参りが出来ました,41,,,,,,,,,,,,
あまとが健康にすくすく育ってくれていること家族が愛に溢れた幸せな生活に恵まれていることに,42,,,,,,,,,,,,
心から感謝を述べました,43,,,,,,,,,,,,
夜はちらし寿司の,44,,,,,,,,,,,,
雛祭り献立,45,,,,,,,,,,,,
海鮮ちらし寿司に,46,,,,,,,,,,,,
ぷりぷりの蛤のお吸い物と新鮮な菜の花のおひたし,1,,,,,,,,,,,,
春を感じられる食卓に,2,,,,,,,,,,,,
主人もお兄ちゃんもめっちゃ美味しい！と,3,,,,,,,,,,,,
喜んで食べてくれました,4,,,,,,,,,,,,
こうして,5,,,,,,,,,,,,
節分や雛祭りに行事食を作って,6,,,,,,,,,,,,
家族に喜んでもらえるのがとても幸せです,7,,,,,,,,,,,,
Angels . Repost from @yosuke_kubozuka . Airu(14) & Amato(0),8,,,,,,,,,,,,
さん(@shanti_pinky_shanti)がシェアした投稿 -,9,,,,,,,,,,,,
星あやちゃんがディレクションを務める,10,,,,,,,,,,,,
YELLO SHOESの受注展示会へ,11,,,,,,,,,,,,
春夏コレクションも,12,,,,,,,,,,,,
めちゃめちゃ素敵なお靴ばかりで全部オーダーしたいくらいだった,13,,,,,,,,,,,,
しかもYELLOのお靴はヒールが太めで,14,,,,,,,,,,,,
低反発クッションが駆使されているのでとーーーっても履きやすいし歩きやすい,15,,,,,,,,,,,,
ママさんにも本当にオススメです,16,,,,,,,,,,,,
会場では,17,,,,,,,,,,,,
偶然MO'ALYのアリーサちゃんとも会えた,18,,,,,,,,,,,,
いつお会いしても,19,,,,,,,,,,,,
素敵な素敵な星あやちゃん,20,,,,,,,,,,,,
今回もお誘いいただいて,21,,,,,,,,,,,,
ありがとうございました,22,,,,,,,,,,,,
AMATORECORDZのキャップも,23,,,,,,,,,,,,
最高にお似合いです,24,,,,,,,,,,,,
そして主人と遊びに来てくれていた母が,25,,,,,,,,,,,,
娘を見てくれたおかげで安心してゆっくりと選ぶことができました,26,,,,,,,,,,,,
快くこういう機会を与えてくれる家族に,27,,,,,,,,,,,,
大感謝です,28,,,,,,,,,,,,
Baby angel turned 8 months,29,,,,,,,,,,,,
大福天使ちゃん生後８ヶ月になりました,30,,,,,,,,,,,,
和歌山の新鮮な猪のお肉をいただいたので,31,,,,,,,,,,,,
今年もお家でジビエ,32,,,,,,,,,,,,
猪の赤ワイン煮込み,33,,,,,,,,,,,,
マッシュポテト,34,,,,,,,,,,,,
海老ピラフ,35,,,,,,,,,,,,
リーフと玉ねぎスライスのサラダ,36,,,,,,,,,,,,
パッションフルーツ ,37,,,,,,,,,,,,
いろんな部位をいただいたのですが,38,,,,,,,,,,,,
骨つきのモモ肉は赤ワイン煮込みに,39,,,,,,,,,,,,
圧力鍋でとても簡単,40,,,,,,,,,,,,
猪肉に焼き目をつけて飴色になるまで炒めた香味野菜(ニンニク、玉ねぎ、人参、セロリ)を加えて赤ワイン、トマト缶を加えて圧力鍋で煮込みます,41,,,,,,,,,,,,
圧がかかったら弱火で,42,,,,,,,,,,,,
15分くらい煮込み火を止めて、自然に圧が抜けるまで待ちます,43,,,,,,,,,,,,
圧が抜けたら,44,,,,,,,,,,,,
蓋をとって水分を飛ばしながら,45,,,,,,,,,,,,
コンソメ、醤油、ソース、塩、黒胡椒を加えて,46,,,,,,,,,,,,
味を整えながら好みの濃度になるまで煮詰めて出来上がり,1,,,,,,,,,,,,
お肉がホロホロでとっても柔らかくて,2,,,,,,,,,,,,
旨みがたっぷり出たソースとマッシュポテトの相性が抜群で,3,,,,,,,,,,,,
凄ーく美味しかった,4,,,,,,,,,,,,
新鮮な猪のお肉なので臭みも全く無し,5,,,,,,,,,,,,
主人も『こんなお店の味を家で食べられるなんて…！！,6,,,,,,,,,,,,
』,7,,,,,,,,,,,,
と大絶賛してくれました,8,,,,,,,,,,,,
我が家のメンズが好きな,9,,,,,,,,,,,,
ピラフを合わせてみました,10,,,,,,,,,,,,
いつもはベーコンやソーセージで作るのですがメインがお肉なので今回は海老で,11,,,,,,,,,,,,
猪肉は他の部位もいただいて,12,,,,,,,,,,,,
たっぷり堪能させていただいたのでまたupしますね,13,,,,,,,,,,,,
#ootd ‍♀️,14,,,,,,,,,,,,
のニットとフープピアスが最近のhit,15,,,,,,,,,,,,
Anelaのお洋服やアクセサリーが,16,,,,,,,,,,,,
女らしくて大好きです,17,,,,,,,,,,,,
＃Pskitchen,18,,,,,,,,,,,,
今年のバレンタインは,19,,,,,,,,,,,,
とっても濃厚なチョコレートケーキを焼きました,20,,,,,,,,,,,,
ハイカカオのチョコレートに生クリーム、ココナツシュガー、卵フランス土産のバターとギーをたっぷりと使って甘くて濃厚ですごくリッチなお味,21,,,,,,,,,,,,
ケーキのボトムには,22,,,,,,,,,,,,
全粒粉とアーモンドプードルがメインの甘みはほぼ無しザクザクした食感のクッキーを焼きました,23,,,,,,,,,,,,
（ボトム用なので、クッキーの形はただ切っただけ,24,,,,,,,,,,,,
こちらのクッキーを砕いて大きめに刻んだハイカカオチョコレートと,25,,,,,,,,,,,,
溶かしバターを混ぜて敷きつめたボトムも美味しかった,26,,,,,,,,,,,,
無糖の生クリームと,27,,,,,,,,,,,,
宮古島から送ってくださったパッションフルーツを,28,,,,,,,,,,,,
添えていただきました,29,,,,,,,,,,,,
濃厚なチョコレートケーキと,30,,,,,,,,,,,,
甘酸っぱいパッションフルーツの相性が最高,31,,,,,,,,,,,,
毎年楽しみにしているバレンタイン,32,,,,,,,,,,,,
大好きな人達にチョコレートを贈るという,33,,,,,,,,,,,,
日本オリジナルの風習が私は大好きです,34,,,,,,,,,,,,
主人は昼も夜も美味しいご飯を食べに連れていってくれて１日中美味しいもの三昧で,35,,,,,,,,,,,,
今年も幸せなバレンタインだったぁ,36,,,,,,,,,,,,
毎朝の日課,37,,,,,,,,,,,,
朝起きたら必ず,38,,,,,,,,,,,,
母からもらった鉄瓶でお湯を沸かして,39,,,,,,,,,,,,
（勿論、南部鉄器,40,,,,,,,,,,,,
有機レモンのスライスを入れた,41,,,,,,,,,,,,
ホットレモン白湯を飲んで朝のスイッチオン,42,,,,,,,,,,,,
生姜のすりおろしや,43,,,,,,,,,,,,
カイエンペッパーを入れることもあります,44,,,,,,,,,,,,
淡路島の産直で購入した無農薬の有機レモンは,45,,,,,,,,,,,,
スライスして冷凍保存してあるので便利,46,,,,,,,,,,,,
でももう無くなっちゃうので,1,,,,,,,,,,,,
また買わないと…！,2,,,,,,,,,,,,
朝ご飯とお兄ちゃんのお弁当を用意しながらディカフェのコーヒーを淹れて☕️,3,,,,,,,,,,,,
愛用しているHARIOのコーヒーメーカーは,4,,,,,,,,,,,,
美味しいドリップコーヒーが淹れられるので,5,,,,,,,,,,,,
重宝しています,6,,,,,,,,,,,,
私の朝ご飯は,7,,,,,,,,,,,,
妊娠中からずっとプロテイン,8,,,,,,,,,,,,
最近は通っている,9,,,,,,,,,,,,
ボディメイクスタジオUNDEUX,10,,,,,,,,,,,,
の,11,,,,,,,,,,,,
オリジナルのソイプロテインに,12,,,,,,,,,,,,
MCTオイルとブルーベリーを加えるのがお気に入りです,13,,,,,,,,,,,,
そして娘が起きるか起きないかによって順番は変わるのですが朝ご飯の前か後に必ず少し身体を伸ばします‍♀️,14,,,,,,,,,,,,
いつものルーティンは肩、肩甲骨周り、首周りのストレッチ足首回し、太陽礼拝からのブリッジで〆,15,,,,,,,,,,,,
このルーティンは外せないくらい好きで続けていておかげで毎朝気持ちよくスッキリと,16,,,,,,,,,,,,
１日を始めることが出来ています,17,,,,,,,,,,,,
最近は特に寒いので身体を温める意味でも朝に少し身体を動かすのは,18,,,,,,,,,,,,
とてもお勧めですよ,19,,,,,,,,,,,,
＃Pskitchen,20,,,,,,,,,,,,
お稲荷さん,21,,,,,,,,,,,,
全粒粉の唐揚げ,22,,,,,,,,,,,,
リーフサラダ,23,,,,,,,,,,,,
菜の花の胡麻和え,24,,,,,,,,,,,,
ニラ玉豆腐のお味噌汁,25,,,,,,,,,,,,
先日の初午の日（2/7）は,26,,,,,,,,,,,,
稲荷大明神に油揚げのお供えをして稲荷寿司を食べ五穀豊穣、商売繁盛を祈願するとのことでこの日の夕ご飯はお稲荷さん,27,,,,,,,,,,,,
関西風に、狐の耳に見立てた,28,,,,,,,,,,,,
三角形のお稲荷さん,29,,,,,,,,,,,,
中の酢飯にはひじき煮を混ぜ込んで,30,,,,,,,,,,,,
さらに美味しくなりました,31,,,,,,,,,,,,
お稲荷さんというと大好きなお弁当の組み合わせでついついメインは唐揚げにしたくなってしまいます,32,,,,,,,,,,,,
今回はいつもの唐揚げの下味に,33,,,,,,,,,,,,
全粒粉をまぶしてオリーブオイルで揚げ焼きに,34,,,,,,,,,,,,
香ばしくてとても美味しかったので,35,,,,,,,,,,,,
おススメです,36,,,,,,,,,,,,
Planning next vacation✈️,37,,,,,,,,,,,,
＃Pskitchen,38,,,,,,,,,,,,
豚モモ肉のガーリック塩麹ソテー,39,,,,,,,,,,,,
ワカメとツナ、豆もやしの和え物,40,,,,,,,,,,,,
ほうれん草胡麻和え,41,,,,,,,,,,,,
豚肉と大豆入りひじきの煮物,42,,,,,,,,,,,,
納豆ご飯,43,,,,,,,,,,,,
豆腐となめこの味噌汁,44,,,,,,,,,,,,
昼間に恵方巻きを食べてしまったので節分の夕ご飯は,45,,,,,,,,,,,,
ガッツリだけどさっぱり食べられるお肉がメイン,46,,,,,,,,,,,,
美味しそうな豚ももブロックを購入したので1cmくらいの厚みに切って塩麹に30分ほど漬け込んで焼く時に黒胡椒とガーリックスパイスを加えました,1,,,,,,,,,,,,
先日upしたスパイシーチキンもそうなのですがお肉を焼く時は,2,,,,,,,,,,,,
オリーブオイルを熱したフライパンにお肉を投入したら,3,,,,,,,,,,,,
中〜強火で蓋をして3-4分蓋をとって裏返して水分を飛ばしながらまた3-4分,4,,,,,,,,,,,,
我が家ではいつもこれで硬くなりすぎずに焼けます,5,,,,,,,,,,,,
たっぷりのグリーンサラダと一緒に有機レモンを絞って食べたら,6,,,,,,,,,,,,
とっても美味しかった,7,,,,,,,,,,,,
節分には,8,,,,,,,,,,,,
『魔を滅する』という意味で,9,,,,,,,,,,,,
豆を撒いたり食べたりするので大豆と豆もやしを使った副菜も,10,,,,,,,,,,,,
豆撒きと言えば昼間に豆撒きをした時に,11,,,,,,,,,,,,
主人の『鬼は外！！』の声が余りにも大きくてびっくりして泣いてしまった娘ちゃん,12,,,,,,,,,,,,
その後,13,,,,,,,,,,,,
鬼のお面をボコボコにやっつけてました,14,,,,,,,,,,,,
今年も家族みんなで恵方巻きを食べてお父さんが代表で豆撒きをしてくれて,15,,,,,,,,,,,,
更に良い運気を呼び込んでくれた,16,,,,,,,,,,,,
節分の日でした,17,,,,,,,,,,,,
昨年末のことですが大好きな柴村恵美子さんと,18,,,,,,,,,,,,
産後初めてお会いすることができてご自宅でクリスマスパーティをしてくださいました,19,,,,,,,,,,,,
向かう途中に,20,,,,,,,,,,,,
素敵な薔薇のツリーが,21,,,,,,,,,,,,
以前ご質問をいただいたのですがこちらの帽子は恵美子さんからいただいたオリジナルのものです,22,,,,,,,,,,,,
この日は,23,,,,,,,,,,,,
恵美子さんの甥御さんご家族もいらしていて妹のほまれちゃんは、なんと,24,,,,,,,,,,,,
あまとと数日違いで私と誕生日が一緒,25,,,,,,,,,,,,
素敵な偶然がとても嬉しかったです,26,,,,,,,,,,,,
素敵なママのレイさんとも,27,,,,,,,,,,,,
沢山子育てのお話が出来て嬉しかった,28,,,,,,,,,,,,
不思議なことに,29,,,,,,,,,,,,
恵美子さんとお会いする時は必ず,30,,,,,,,,,,,,
私のその日のラッキーカラーを,31,,,,,,,,,,,,
恵美子さんが身につけてくださっているんです,32,,,,,,,,,,,,
（勿論、偶然です,33,,,,,,,,,,,,
この日も,34,,,,,,,,,,,,
私のラッキーカラーのピンクを着てくださっていました,35,,,,,,,,,,,,
しかもレイさんとほまれちゃんまで,36,,,,,,,,,,,,
ピンクのお洋服で,37,,,,,,,,,,,,
さらにびっくり,38,,,,,,,,,,,,
恵美子さんに抱っこされてあまともご機嫌,39,,,,,,,,,,,,
偶然にもこの日は冬至で恵美子さんと出会ってちょうど一年が経った頃,40,,,,,,,,,,,,
昨年出版された恵美子さんの新刊を,41,,,,,,,,,,,,
妊娠中から読んでいて出産の時もずーっと励みにしていました,42,,,,,,,,,,,,
恵美子さんの本は本当に分かりやすくて,43,,,,,,,,,,,,
どれもおススメです,44,,,,,,,,,,,,
いつも素晴らしいお話と,45,,,,,,,,,,,,
素敵なおもてなしをしてくださって本当にありがとうございます,46,,,,,,,,,,,,
恵美子さんのblogはこちら,1,,,,,,,,,,,,
斎藤一人 一番弟子 柴村恵美子 公式ブログ,2,,,,,,,,,,,,
寒くてたまらないこの季節,3,,,,,,,,,,,,
行きつけのカフェのラテに癒される〜,4,,,,,,,,,,,,
寒さと共に乾燥も酷いこの時期は保湿ケアがとっても大事,5,,,,,,,,,,,,
お風呂上がりには,6,,,,,,,,,,,,
For fam（フォーファム）,7,,,,,,,,,,,,
さんから,8,,,,,,,,,,,,
頂いたFor fam（フォーファム）　ボディミルク＆ボディローション 限定ぐでたまデザインを愛用しています,9,,,,,,,,,,,,
発売された限定ぐでたまデザイン,10,,,,,,,,,,,,
第1弾は全部で3種類で可愛くて全部揃えたくなっちゃいます,11,,,,,,,,,,,,
ボディローション,12,,,,,,,,,,,,
はみずみずしくて滑らかな使い心地で大豆、牛乳、卵由来の原料を使用してないので,13,,,,,,,,,,,,
アレルギーが気になるママにおすすめ,14,,,,,,,,,,,,
ボディミルクはしっとりもちもちな使用感で日本とアメリカで1位になったボディミルクなのだそう,15,,,,,,,,,,,,
乾燥が酷い時はローションを塗った後にミルクを重ね塗りして,16,,,,,,,,,,,,
ロ ーションとミルクのW効果でしっかり保湿,17,,,,,,,,,,,,
低刺激で大容量なので,18,,,,,,,,,,,,
赤ちゃんを含め家族で毎日たっぷり使えて親子で同じものを使えるのが嬉しいですね,19,,,,,,,,,,,,
お風呂上がりのボディケアタイムは,20,,,,,,,,,,,,
私も赤ちゃんもリラックス出来るお気に入りの時間です,21,,,,,,,,,,,,
では,22,,,,,,,,,,,,
今だけセットで購入すると,23,,,,,,,,,,,,
ボディローションがもう1本もらえるキャンペーン中,24,,,,,,,,,,,,
トイザらス・ベビーザラス併設店アカチャンホンポで購入できますよ,25,,,,,,,,,,,,
詳しくはコチラ♪,26,,,,,,,,,,,,
♡PINKY♡,27,,,,,,,,,,,,
ご依頼などは下記へお問い合わせください。,28,,,,,,,,,,,,
Online Boutique【envy】,29,,,,,,,,,,,,
糖質オフのお家ランチ,30,,,,,,,,,,,,
スパイシーチキンのプレート,31,,,,,,,,,,,,
スパイシーなシーズニングに漬け込んだチキン＆卵,32,,,,,,,,,,,,
ブロッコリーとスナップエンドウのサルサソースにキヌア、アボカド、ミニトマト、カリフラワー 紫キャベツとリーフのサラダ、きのこソテーそしてナッツをたっぷりトッピング,33,,,,,,,,,,,,
最近すごくハマっていて,34,,,,,,,,,,,,
毎週欠かさず観ている料理番組が,35,,,,,,,,,,,,
ジェイミーオリヴァーの,36,,,,,,,,,,,,
【JAMIE'S 30 MINUTE MEALS】,37,,,,,,,,,,,,
‍,38,,,,,,,,,,,,
どの回も美味しそうなレシピばかりなのですがその中から,39,,,,,,,,,,,,
ブロッコリーのサルサソースを真似してスナップエンドウを加えて作ってみました,40,,,,,,,,,,,,
トマト、ニンニク、玉ねぎをすりおろして,41,,,,,,,,,,,,
レモンとオリーブオイル、塩胡椒を加えたものに,42,,,,,,,,,,,,
茹でたブロッコリーとスナップエンドウを加えて和えるだけでめちゃめちゃ美味しい！,43,,,,,,,,,,,,
チキンは皮をとった鶏胸肉を,44,,,,,,,,,,,,
和高醸造,45,,,,,,,,,,,,
さんのホットチリソースに漬け込んで焼いただけ♬,46,,,,,,,,,,,,
ゆで卵も同じくこちらのソースに漬け込んで,1,,,,,,,,,,,,
しばらく置いておくだけで美味しい味玉になりました,2,,,,,,,,,,,,
和高醸造,3,,,,,,,,,,,,
さんの,4,,,,,,,,,,,,
『UP BEAT SAUCE SERIES』はどれも,5,,,,,,,,,,,,
お肉などを漬け込むだけで美味しくなるので,6,,,,,,,,,,,,
重宝しています,7,,,,,,,,,,,,
♡PINKY♡,8,,,,,,,,,,,,
ご依頼などは下記へお問い合わせください。,9,,,,,,,,,,,,
Online Boutique【envy】,10,,,,,,,,,,,,
5/17 発売,11,,,,,,,,,,,,
★卍LINE 6th Album★,12,,,,,,,,,,,,
【真説～卍忍法帖～福流縁】,13,,,,,,,,,,,,
★,14,,,,,,,,,,,,
予約はこちらから,15,,,,,,,,,,,,
★,16,,,,,,,,,,,,
4/23 配信開始,17,,,,,,,,,,,,
★卍LINE ＆ kj★,18,,,,,,,,,,,,
【soul ship】,19,,,,,,,,,,,,
★,20,,,,,,,,,,,,
★　★,21,,,,,,,,,,,,
★,22,,,,,,,,,,,,
卍LINE official website,23,,,,,,,,,,,,
アスマキナofficial website,24,,,,,,,,,,,,
卍LINE Official Goods,25,,,,,,,,,,,,
Train day️‍♀️,26,,,,,,,,,,,,
年が明けてからも続けている,27,,,,,,,,,,,,
ボディメイクスタジオ UNDEUX,28,,,,,,,,,,,,
での,29,,,,,,,,,,,,
産後トレーニング,30,,,,,,,,,,,,
始めた頃は筋力も体力もかなり落ちていて思うように動けなかったのですが…,31,,,,,,,,,,,,
産後半年以上経ってやっと自分の身体の感覚が戻ってきた感じがします,32,,,,,,,,,,,,
継続は力なり,33,,,,,,,,,,,,
トレーナーの皆様の的確な指導のおかげで身体のラインがかなり変わってきました,34,,,,,,,,,,,,
この日やったバンドを使って負荷をかけるトレーニング好き,35,,,,,,,,,,,,
トレーニングママ友,36,,,,,,,,,,,,
みわちゃんの息子コジ君とあまと,37,,,,,,,,,,,,
ボディメイクスタジオ UNDEUX,38,,,,,,,,,,,,
はトレーニングの間スタッフさんがしっかりと子供を見てくれるので安心して集中してトレーニング出来るのがとても有り難いです,39,,,,,,,,,,,,
UNDEUXの皆様いつもありがとうございます,40,,,,,,,,,,,,
そして、あまとちゃんも,41,,,,,,,,,,,,
いつも良い子で見守っていてくれてありがとう,42,,,,,,,,,,,,
♡PINKY♡,43,,,,,,,,,,,,
ご依頼などは下記へお問い合わせください。,44,,,,,,,,,,,,
Online Boutique【envy】,45,,,,,,,,,,,,
5/17 発売,46,,,,,,,,,,,,
★卍LINE 6th Album★,1,,,,,,,,,,,,
【真説～卍忍法帖～福流縁】,2,,,,,,,,,,,,
★,3,,,,,,,,,,,,
予約はこちらから,4,,,,,,,,,,,,
★,5,,,,,,,,,,,,
4/23 配信開始,6,,,,,,,,,,,,
★卍LINE ＆ kj★,7,,,,,,,,,,,,
【soul ship】,8,,,,,,,,,,,,
★,9,,,,,,,,,,,,
★　★,10,,,,,,,,,,,,
★,11,,,,,,,,,,,,
卍LINE official website,12,,,,,,,,,,,,
アスマキナofficial website,13,,,,,,,,,,,,
卍LINE Official Goods,14,,,,,,,,,,,,
Present from daddy,15,,,,,,,,,,,,
お仕事でパリに行っていたおとさんが嬉しいお土産とお土産話を持って帰ってきました,16,,,,,,,,,,,,
✈️,17,,,,,,,,,,,,
娘ちゃんには可愛い可愛い,18,,,,,,,,,,,,
Bon pointのお洋服,19,,,,,,,,,,,,
（私が嬉しいw）,20,,,,,,,,,,,,
そしておねだりしたチョコレートや,21,,,,,,,,,,,,
美味しいバターやオリーブやお菓子,22,,,,,,,,,,,,
そしてそして,23,,,,,,,,,,,,
もうひとつおねだりしていた,24,,,,,,,,,,,,
LA MERさん,25,,,,,,,,,,,,
クリームとアイクリーム、リッパバーム,26,,,,,,,,,,,,
をプレゼントしてくれました,27,,,,,,,,,,,,
嗚呼、嬉しい〜,28,,,,,,,,,,,,
これで益々頑張れます,29,,,,,,,,,,,,
おとさん,30,,,,,,,,,,,,
いつもありがとう,31,,,,,,,,,,,,
♡PINKY♡,32,,,,,,,,,,,,
ご依頼などは下記へお問い合わせください。,33,,,,,,,,,,,,
Online Boutique【envy】,34,,,,,,,,,,,,
5/17 発売,35,,,,,,,,,,,,
★卍LINE 6th Album★,36,,,,,,,,,,,,
【真説～卍忍法帖～福流縁】,37,,,,,,,,,,,,
★,38,,,,,,,,,,,,
予約はこちらから,39,,,,,,,,,,,,
★,40,,,,,,,,,,,,
4/23 配信開始,41,,,,,,,,,,,,
★卍LINE ＆ kj★,42,,,,,,,,,,,,
【soul ship】,43,,,,,,,,,,,,
★,44,,,,,,,,,,,,
★　★,45,,,,,,,,,,,,
★,46,,,,,,,,,,,,
卍LINE official website,1,,,,,,,,,,,,
アスマキナofficial website,2,,,,,,,,,,,,
卍LINE Official Goods,3,,,,,,,,,,,,
＃Pskitchen,4,,,,,,,,,,,,
最近,5,,,,,,,,,,,,
甘い物への欲求が凄かったので糖質制限中でも気にせず食べられて,6,,,,,,,,,,,,
食物繊維が豊富なおからを使って,7,,,,,,,,,,,,
手軽に作れる蒸しパンを作ってみました,8,,,,,,,,,,,,
生クリームとココアパウダーナッツ＆かぼちゃの種を,9,,,,,,,,,,,,
トッピングして,10,,,,,,,,,,,,
大満足,11,,,,,,,,,,,,
作り方はとても簡単で,12,,,,,,,,,,,,
基本のバニラおから蒸しパンは卵２個、生おから120g羅漢果大さじ1〜2豆乳大さじ２ベーキングパウダー小さじ1と1/2、ココナツオイル大さじ２、バニラエッセンス数滴,13,,,,,,,,,,,,
を混ぜ合わせてオイルを塗った耐熱容器に流し入れて,14,,,,,,,,,,,,
レンジで500w 6分加熱したら出来上がり,15,,,,,,,,,,,,
基本のバニラおから蒸しパンに,16,,,,,,,,,,,,
ココア大さじ２と塩１つまみを加えた,17,,,,,,,,,,,,
ココア蒸しパンも甘さが少し濃くなって美味しかったです,18,,,,,,,,,,,,
（写真を撮る前に味見をしてしまいました,19,,,,,,,,,,,,
出来上がりは,20,,,,,,,,,,,,
しっとりふわふわ,21,,,,,,,,,,,,
蒸しパンというかスポンジケーキみたいに仕上がりました,22,,,,,,,,,,,,
しっとりふわふわのポイントは水分多めな分量と,23,,,,,,,,,,,,
卵とオイルをしっかり使うこと,24,,,,,,,,,,,,
ダイエット中でもタンパク質とオイルを摂らないと,25,,,,,,,,,,,,
お肌や髪などに女性としての潤いが足りなく,26,,,,,,,,,,,,
なってしまうので私は卵やオイルは積極的に摂取しています,27,,,,,,,,,,,,
お菓子作りで使うオイルは,28,,,,,,,,,,,,
ココナツオイルが風味も良くなって酸化しづらいのでオススメですよ,29,,,,,,,,,,,,
